fishID.univ,filename,habitat,watershed,sex,standard.length.from.calipers,jaw.opening.in.lever.length.mm,jaw.closing.in.lever.length.mm,jaw.out.lever.length.mm,buccal.cavity.length.mm,epaxial.area.mm.squared,gape.width.mm,L.outlever.neurocranium.mm,L.inlever.epaxial.height.mm,KT.fixed.link.mm,KT.coupler.link.mm,KT.input.link.mm,KT.output.link.mm,KT.diagonal.mm
NorL13.020,NorL13.01_20.JPG,lake,Northy,M,45.95,1.050694905,1.631609634,4.460807539,10.3806779,15.16648806,3.37,15.77449512,2.985923901,8.643679748,7.688616923,5.202637986,1.179922204,7.428914383
NorL13.021,NorL13.01_21.JPG,lake,Northy,unknown,42.94,0.879732294,1.165260908,3.7042486,9.691375319,15.23287701,3.12,14.71888011,2.221747837,7.567487815,6.355117694,4.670975177,1.226761628,6.229075809
NorL13.022,NorL13.01_22.JPG,lake,Northy,M,45.85,0.882775288,1.516693006,4.213105448,11.46686649,15.46522713,3.19,16.34666816,2.489933803,8.019044409,7.007653343,5.24463545,1.078336751,6.934714986
NorL13.024,NorL13.01_24.JPG,lake,Northy,F,47.22,0.95265033,1.536154785,4.237295073,10.78662285,15.4239362,3.38,16.0224685,2.614321018,8.594674142,7.26649326,4.933528456,1.204469073,7.13150217
NorS13.001,NorS13.01_01.JPG,stream,Northy,M,38.93,0.865188392,1.234201404,3.329562085,8.869989611,15.93607747,2.76,13.37869421,1.992778399,6.610907587,5.917393307,4.099008487,0.880027819,5.793824725
NorS13.002,NorS13.01_02.JPG,stream,Northy,M,38.01,0.766391204,1.144787214,3.363827834,8.783058521,15.85852384,2.71,12.87026047,2.444787846,6.497624174,5.865299086,3.915575133,0.479629546,5.606565322
NorS13.004,NorS13.01_04.JPG,stream,Northy,M,41.25,0.785107515,1.251248772,3.708132879,9.490329193,16.01663963,2.98,14.04053865,2.110445651,7.869177243,6.868648878,4.411879096,0.698075123,6.675708939
NorS13.005,NorS13.01_05.JPG,stream,Northy,unknown,47.23,0.921899068,1.190163407,3.747132497,9.516718937,16.0133726,3.1,14.64147186,3.076449857,7.773805762,6.791995046,4.639450648,0.78994416,6.58048187
NorS13.006,NorS13.01_06.JPG,stream,Northy,M,31.25,0.548179571,0.982273363,2.574775169,7.407626021,16.01510708,2.15,10.57921642,1.834440299,4.905686567,4.480253731,3.04533209,0.63761194,4.382224011
NorS13.007,NorS13.01_07.JPG,stream,Northy,F,47.17,0.866002651,1.347262109,3.749829707,9.879680864,15.9385019,3.35,15.00169057,2.874124528,7.801377358,7.030320755,4.766830189,0.777943396,6.856095972
NorS13.009,NorS13.01_09.JPG,stream,Northy,F,43.34,0.833125398,1.121834418,3.207475311,9.095247335,16.01663963,2.78,13.46705618,2.549292135,6.937235955,6.056074906,4.316876404,0.837479401,5.805364261
NorS13.010,NorS13.01_10.JPG,stream,Northy,M,43,0.839713416,1.41693195,3.885626694,10.32612791,15.85462,2.84,14.56076442,2.44388104,7.607411827,6.789492857,4.933806864,0.99321471,6.485869479
NorS13.011,NorS13.01_11.JPG,stream,Northy,F,36.39,0.72666549,0.928009598,2.893307154,8.374401651,15.9385019,2.21,11.75077235,2.046438158,6.490191202,5.775637835,3.726852524,0.680289462,5.574274315
NorS13.012,NorS13.01_12.JPG,stream,Northy,F,39.21,0.730474601,1.213958664,2.981674249,8.452796923,15.9730297,2.69,12.44740868,2.19477445,6.258829452,5.658757913,3.864436623,0.564575084,5.465527902
NorS13.015,NorS13.01_15.JPG,stream,Northy,F,34.17,0.716051697,1.021055072,2.938848683,7.859382653,15.70271436,2.09,10.8814733,1.59516186,5.753364477,5.147844221,3.309664132,0.445303075,4.990591965
NorS13.017,NorS13.01_17.JPG,stream,Northy,F,39.21,0.649295916,1.064431579,2.854680457,8.430550329,15.80785053,2.35,12.07116765,2.578187143,6.404914101,5.54879102,3.660053726,0.492410067,5.417570149
NorS13.018,NorS13.01_18.JPG,stream,Northy,M,55.4,1.273090541,1.965151528,5.22345388,12.81830021,16.01909056,3.99,18.65024261,2.761029596,9.275371667,8.142605073,6.301828346,1.170819754,7.904485049
NorS13.019,NorS13.01_19.JPG,stream,Northy,M,46.7,0.975132217,1.581819214,3.982347831,10.4237636,16.02000879,2.84,16.53771657,2.796241225,7.99146786,7.326835698,5.169514375,0.901091483,7.145884715
NorS13.020,NorS13.01_20.JPG,stream,Northy,F,45.54,0.956480568,1.312342343,3.510928176,9.622906759,16.01663963,2.98,14.08868508,3.101195894,6.766034378,6.360450809,4.276604791,0.761216367,5.908914289
NorS13.021,NorS13.01_21.JPG,stream,Northy,F,41.24,0.774933152,0.968547962,3.127499049,8.765075264,15.93738997,2.41,12.43315673,2.048595105,7.034907703,6.430987807,4.079815335,0.589249547,6.144847904
NorS13.022,NorS13.01_22.JPG,stream,Northy,M,40.52,0.809216111,1.175834475,3.630896671,8.761150082,15.78003602,2.73,13.66667098,1.931604551,7.446717626,6.353297298,4.358688924,0.754625826,5.958796266
NorS13.023,NorS13.01_23.JPG,stream,Northy,M,49.3,0.930658825,1.389229075,4.145789966,10.75501514,16.00929022,3.85,16.37326996,2.47878327,8.299954373,7.614441065,5.275315589,1.514243346,6.974880733
NorS13.024,NorS13.01_24.JPG,stream,Northy,M,47.11,1.09158685,1.501920665,4.344019075,10.13340978,16.01663963,3.19,15.36650876,2.889963913,7.975854927,6.905672545,4.925937797,0.981247664,6.458461512
NorS13.025,NorS13.01_25.JPG,stream,Northy,M,51.37,0.983430895,1.748272491,4.457397905,10.44671749,16.12842666,3.94,17.58300605,3.113441386,8.947262358,7.58404407,5.194776159,1.311089388,7.302802494
PacL13.003,PacL13.01_03.JPG,lake,Pachena,M,39.34,0.689927888,1.277572218,3.357292108,8.775672078,16.0133726,2.42,13.15203344,1.750649031,6.60738606,6.0446143,3.775462192,0.830405661,6.001768426
PacL13.005,PacL13.01_05.JPG,lake,Pachena,F,40.87,0.689913379,1.118532193,3.123814641,8.25236323,15.91066631,2.53,12.74316013,1.821508182,6.927908943,6.00940625,4.0963511,0.479674448,5.98886985
PacL13.006,PacL13.01_06.JPG,lake,Pachena,M,38.95,0.676765215,1.349493421,3.299078765,8.39134368,15.9385019,2.44,12.78106212,1.794529935,6.458981651,5.771198853,3.624147609,0.903770676,5.59136591
PacL13.007,PacL13.01_07.JPG,lake,Pachena,F,38.57,0.652346245,0.987644869,2.90950623,7.634837718,15.93607747,2.1,12.42145239,1.665942734,6.179189597,5.792656509,3.420509718,0.60905819,5.719274183
PacL13.009,PacL13.01_09.JPG,lake,Pachena,F,40.23,0.649931282,1.184449989,3.047687827,7.296854517,15.9385019,2.08,12.44612512,1.59987285,6.155247143,5.728374477,3.620736671,0.572487585,5.595663233
PacL13.010,PacL13.01_10.JPG,lake,Pachena,F,39.56,0.659307508,1.050073162,2.898515726,7.488052088,16.09706451,2.2,12.33883704,1.627960389,6.424182384,5.636060446,3.524023901,0.581264158,5.468842088
PacL13.011,PacL13.01_11.JPG,lake,Pachena,F,43.1,0.814084571,1.145576424,3.250074412,8.302519414,16.01510708,2.05,13.20655005,2.030157461,6.728695618,6.110919546,3.922195349,0.696890971,5.957563703
PacL13.012,PacL13.01_12.JPG,lake,Pachena,M,37.83,0.659542781,1.340194779,3.345366772,8.834024573,15.93738997,2.19,12.93686169,2.287970251,6.713965631,5.955386171,3.717208852,0.464340524,5.826685053
PacL13.013,PacL13.01_13.JPG,lake,Pachena,F,34.78,0.571262477,1.053621044,2.53686584,6.47989095,15.96562576,2.29,10.70275528,1.553625675,5.633057041,4.968853546,3.33459674,0.557040827,4.788428498
PacL13.014,PacL13.01_14.JPG,lake,Pachena,F,45.12,0.764708308,1.287566636,3.363553543,8.36825873,16.09781424,2.53,13.28130039,2.505416832,7.073620753,6.018681276,4.319906988,0.812402285,5.785352554
PacL13.015,PacL13.01_15.JPG,lake,Pachena,M,38.68,0.66748408,1.328541945,3.40076846,8.631567397,16.02000879,2.07,12.99210787,1.677271745,6.817111194,6.128872166,3.872076781,0.723859967,5.914807466
PacL13.018,PacL13.01_18.JPG,lake,Pachena,F,41.85,0.754801523,1.143762729,3.117002441,8.565437627,15.85742425,2.47,12.97000811,2.095532063,6.389393245,5.614652242,4.28403214,0.864748974,5.438695617
PacL13.019,PacL13.01_19.JPG,lake,Pachena,F,37.13,0.613317673,1.108174034,2.845647719,7.247439449,15.94011984,2.48,11.74867049,2.369791645,5.993182834,5.566869387,2.938954835,0.421887156,5.503199038
PacL13.022,PacL13.01_22.JPG,lake,Pachena,F,34.03,0.522836577,0.947942359,2.620975547,6.771793061,15.94011984,2.04,10.42210727,1.828189847,5.24196671,4.651184843,2.9524751,0.389135698,4.615301911
PacL13.023,PacL13.01_23.JPG,lake,Pachena,F,35.14,0.599067342,0.973387513,2.530172776,7.107862877,15.93607747,2.01,11.04710632,2.013226325,5.679129661,5.349210151,2.585136051,0.515192604,5.330536674
PacL13.024,PacL13.01_24.JPG,lake,Pachena,F,35.81,0.615059739,1.012236698,2.670395012,7.141467228,16.02072483,2.07,11.54875684,1.845332061,5.71922258,5.194869305,2.889926815,0.448430132,5.174911536
PacL13.026,PacL13.01_26.JPG,lake,Pachena,F,43.19,0.664077279,1.186471266,3.06568225,8.329288582,15.91412225,2.4,13.52840593,1.878036206,6.849837058,6.056489278,4.116711607,0.628167166,5.978789891
PacL13.028,PacL13.01_28.JPG,lake,Pachena,F,38.18,0.544678003,1.157782,2.743786874,7.286371908,15.85612161,2.1,11.5784556,1.779523343,5.589353139,5.198635281,3.135686998,0.712300327,5.186641345
PacL13.034,PacL13.01_34.JPG,lake,Pachena,F,40.59,0.576748317,1.096816264,3.192768468,7.596704181,15.89732969,2.44,12.36971447,2.245470948,6.762861794,5.995762075,3.931276825,0.389105823,5.97690918
PacL13.036,PacL13.01_36.JPG,lake,Pachena,F,38.38,0.675163999,1.076430201,2.897378277,7.675102782,15.91424641,2.19,11.69730596,1.880932144,6.39841518,5.861476949,3.525410764,0.59656042,5.624861938
PacS13.001,PacS13.01_01.JPG,stream,Pachena,M,51.35,1.07159144,1.719983601,4.585170027,12.40731092,16.01663963,3.42,17.88283624,3.222553388,8.8486626,7.753570931,5.553810784,1.050002055,7.603058956
PacS13.002,PacS13.01_02.JPG,stream,Pachena,M,56.98,1.140658599,2.058633606,5.264175805,13.65082263,16.01909056,3.88,20.45109636,2.675222604,9.893092895,8.665633995,6.463329581,0.625714308,8.522186674
PacS13.004,PacS13.01_04.JPG,stream,Pachena,F,60.42,1.141163717,1.856116371,5.005585767,12.16340411,16.09255502,3.73,19.80770735,4.220110995,9.986260197,8.567945819,6.483791052,1.181676866,8.397395216
PacS13.006,PacS13.01_06.JPG,stream,Pachena,F,60.21,1.167640968,1.937043682,5.159016981,13.41955922,16.26675985,4.04,21.03005284,3.045340846,10.65768574,9.439532737,6.309281062,0.79963856,9.120414761
PacS13.007,PacS13.01_07.JPG,stream,Pachena,M,49.67,0.978618881,1.600691678,4.58481475,12.1173626,16.09626595,3.35,17.13268904,2.209321843,8.604347777,7.545115329,5.025829435,0.516834164,7.519773793
PacS13.008,PacS13.01_08.JPG,stream,Pachena,F,54.39,1.048266833,1.470067335,4.178124748,10.59687906,16.07499951,3.25,17.29480803,2.960335894,8.373095148,7.232779166,5.49890584,0.761031304,7.02308257
PacS13.010,PacS13.01_10.JPG,stream,Pachena,M,46.13,0.953814181,1.391457688,4.063657108,10.28986171,16.0701904,2.85,15.86368502,2.63437511,7.958916544,7.184356285,4.490245611,1.022862872,7.071892252
PacS13.012,PacS13.01_12.JPG,stream,Pachena,M,56.46,1.101682627,1.826048958,4.878439578,13.56609501,15.85462,3.92,19.93597136,3.021622481,10.0858619,8.061015869,5.800964116,0.418781352,8.154844443
PacS13.013,PacS13.01_13.JPG,stream,Pachena,F,50.91,0.995793901,1.558275368,4.149068382,10.70336102,16.18007971,3.12,16.88371117,2.417358778,8.019371508,7.48799018,5.120942395,0.714596528,7.250961283
PacS13.014,PacS13.01_14.JPG,stream,Pachena,F,50.17,0.843587733,1.435306529,3.897836169,10.25035245,16.02072483,2.86,15.41866733,2.618920247,7.672545445,6.791262494,4.466034227,1.047568099,6.814698932
PacS13.015,PacS13.01_15.JPG,stream,Pachena,M,52.21,1.077947907,1.696767669,4.704671303,12.34877161,16.01909056,3.65,18.19457194,2.953071,9.040071624,7.698818592,5.428654366,0.91918123,7.563774856
PacS13.016,PacS13.01_16.JPG,stream,Pachena,F,58.08,1.184234228,1.835657464,4.674707791,12.65217648,16.02123457,3.78,19.88448146,3.270524241,9.742029728,8.445338192,5.779524615,1.106046998,8.163920921
PacS13.017,PacS13.01_17.JPG,stream,Pachena,F,47.89,0.920559221,1.32874591,3.790161493,10.22184163,15.85612161,3.04,15.13921739,2.660956522,7.889942029,6.849858696,4.313333333,0.540112319,6.677334443
PacS13.018,PacS13.01_18.JPG,stream,Pachena,F,54.16,0.991844019,1.547163325,4.590272085,11.93955923,16.1002879,3.84,18.64196788,3.312992747,9.019170245,7.707320184,5.571022436,0.35682313,7.704764332
PacS13.019,PacS13.01_19.JPG,stream,Pachena,F,62.48,1.13695981,1.918800527,4.71057321,12.54873741,15.89280793,3.91,20.62036787,3.44213122,9.649476535,8.023087804,6.812282433,0.657058946,7.880874679
PacS13.020,PacS13.01_20.JPG,stream,Pachena,F,56.45,1.060306728,1.477530904,4.410381776,11.50942208,16.17960342,3.25,18.76072496,3.563960294,8.92195363,7.814379655,5.777599377,0.563349167,7.621664463
PacS13.022,PacS13.01_22.JPG,stream,Pachena,M?,47.95,1.020947278,1.440610206,4.189826361,10.70526283,16.06676476,3.19,15.95006547,2.720006397,8.078066431,6.890253191,4.92111592,0.910968284,6.807313672
PacS13.023,PacS13.01_23.JPG,stream,Pachena,F,59.37,1.280336736,1.914993098,4.785747416,12.44266039,16.09915492,4.08,19.85643239,3.374231884,9.122200392,7.91675709,6.078072201,0.975514852,7.909128292
PacS13.024,PacS13.01_24.JPG,stream,Pachena,F,59.3,1.164678792,1.911557798,4.464076435,11.82411487,15.9409309,3.84,19.18228545,3.010494584,9.149964777,7.690332499,5.636765765,0.389626237,7.584003582
PacS13.027,PacS13.01_27.JPG,stream,Pachena,M,49.1,0.983651032,1.408655321,4.217680088,11.05001446,16.09781424,3.18,16.39820704,3.032313634,7.816741404,6.963451957,4.712403101,0.534351421,6.867633713
PyeL13.084,Pye13LS.02_84.JPG,lake,Pye,F,35.63,0.606803302,1.002443032,2.833123926,7.626550126,17.20238096,2.27,11.36002761,1.055697851,5.712009858,4.894921319,3.367239397,0.573772212,4.806817772
PyeL13.088,Pye13LS.02_88.JPG,lake,Pye,F,38.38,0.615810929,1.109895189,3.142698213,7.622168162,17.15737135,2.23,11.50106773,1.963020914,6.294791985,5.426822657,3.364321883,0.486965088,5.281690056
PyeL13.095,Pye13LS.02_95.JPG,lake,Pye,M,37.25,0.682877073,1.140396555,3.293362944,8.746672803,17.15128424,2.17,12.79322069,1.607892134,6.38017395,5.759219631,3.554440916,0.721589937,5.552270047
PyeL13.096,Pye13LS.02_96.JPG,lake,Pye,unknown,32.98,0.529903934,0.929672849,2.732944412,7.060616842,17.58076979,1.93,10.30536063,1.219434146,5.367296155,5.030441282,2.745746647,0.572598427,4.902238671
PyeL13.097,Pye13LS.02_97.JPG,lake,Pye,F,35.62,0.604979295,0.98486324,2.822748267,7.10410915,17.21668137,2.26,11.27158731,1.424718192,5.600765951,5.083887492,3.102586585,0.63837791,4.946115215
PyeL13.098,Pye13LS.02_98.JPG,lake,Pye,F,37.43,0.599925707,1.087017505,3.004885847,6.920207925,17.03298165,2.22,11.38599003,2.092889522,5.528298744,5.278617008,3.152060885,0.727446867,5.225714169
PyeL13.099,Pye13LS.02_99.JPG,lake,Pye,F,38.46,0.644078403,0.992556269,3.03097952,8.259801861,17.89761107,2.17,12.01129547,1.890624047,6.004335701,5.530981798,3.563466056,0.748678094,5.380762281
PyeL13.100,Pye13LS.03_100.JPG,lake,Pye,F,39.93,0.693106015,1.156526992,2.994950656,8.088432866,17.15737135,2.44,11.66614059,2.063565581,5.727703102,5.183004188,3.660679051,0.38959044,5.068506551
PyeL13.101,Pye13LS.03_101.JPG,lake,Pye,F,36.26,0.637275788,0.897780653,2.837199163,7.747946279,17.03818058,2.34,11.0342837,1.665223207,5.551631997,5.250385435,2.996751536,0.670093028,5.190175397
PyeL13.102,Pye13LS.03_102.JPG,lake,Pye,F,35.6,0.545248516,0.868345382,2.570048578,7.063185868,17.39731531,1.91,10.26944023,1.746026732,5.373342441,4.410871518,3.277442798,0.480214981,4.3364205
PyeL13.103,Pye13LS.03_103.JPG,lake,Pye,F,36.47,0.636828177,1.066294231,2.996724043,7.714924591,17.15238219,2.17,11.53032604,1.938541632,5.602305293,4.989113728,3.262750226,0.668453364,4.900036992
PyeL13.107,Pye13LS.04_107.JPG,lake,Pye,F,39.76,0.737047297,1.184421872,3.486176238,8.780044078,17.27756349,2.35,12.60660392,2.138777015,6.496892176,6.188721625,3.735681839,0.6010877,6.078862861
PyeL13.108,Pye13LS.04_108.JPG,lake,Pye,M,38.14,0.761346724,1.246396914,3.535782164,9.592693419,14.51779783,2.77,12.65301804,1.962224706,6.454824826,5.923318097,3.650328905,0.840843488,5.769030439
PyeL13.109,Pye13LS.04_109.JPG,lake,Pye,F,37.87,0.581177813,1.010830608,3.042236552,8.482084576,17.39388691,2.33,12.0306952,1.944719728,6.097704314,5.524346202,3.602313939,0.682513067,5.386116016
PyeL13.112,Pye13LS.04_112.JPG,lake,Pye,F,35.58,0.581187892,1.051367519,2.802782611,8.039804751,14.51678933,2.13,11.17363156,1.50274394,5.620914561,5.357566121,3.270929155,0.737339549,4.962065573
PyeL13.113,Pye13LS.04_113.JPG,lake,Pye,F,39.71,0.608151628,1.043832327,2.995677653,8.183101736,17.14877951,2.87,12.18489868,1.580061831,6.169113261,5.25830574,3.645473002,0.879649434,4.963199219
PyeL13.114,Pye13LS.04_114.JPG,lake,Pye,M,36.95,0.72236755,1.245184598,3.297695147,8.573735807,16.91967427,2.34,11.71076569,1.584837492,6.042675312,5.847890913,3.180259328,0.712542014,5.450870777
PyeL13.115,Pye13LS.04_115.JPG,lake,Pye,F,36.05,0.610328434,0.973809117,2.881424435,7.544383204,17.58378842,2.14,11.37051294,1.423617527,5.700989639,5.057974409,3.076345575,0.604425595,4.93573859
PyeL13.003,Pye13LS.05_03DH.JPG,lake,Pye,M,39.71,0.78183155,1.294601229,3.48521713,9.294677085,16.62954251,2.81,13.16988513,1.729860693,6.62266692,5.864577607,3.879642009,0.888922355,5.660034128
PyeL13.004,Pye13LS.05_04DH.JPG,lake,Pye,F,35.54,0.587047614,0.94995173,2.805660775,7.588742208,17.67572715,2.35,10.99585348,1.580808158,5.372498848,4.526744157,3.092021189,0.582771231,4.460401551
PyeS13.001,PyeS13.01_01real.JPG,stream,Pye,F,46.01,0.999387879,1.349256147,3.687470423,11.00677763,16.08266685,3.57,15.95674536,2.950605971,7.305025458,6.824332077,4.625767922,1.05181632,6.47782041
PyeS13.002,PyeS13.01_02.JPG,stream,Pye,M,49.58,1.010459888,1.61423903,4.368451925,10.77061713,16.51797269,3.78,17.64934419,2.841838644,8.925402148,7.972872751,5.22231557,1.287841714,7.601441433
PyeS13.003,PyeS13.01_03.JPG,stream,Pye,M,44.76,0.967206699,1.33942099,4.148039921,11.55973646,16.86253322,3.01,15.97641162,2.855297049,7.552194646,6.814027095,4.501964746,0.706988955,6.73434898
PyeS13.004,PyeS13.01_04.JPG,stream,Pye,F,40.75,0.915104917,1.177441189,3.25276939,9.186497586,16.09255502,2.77,14.22935698,2.778002323,7.174621341,6.346155235,3.862350072,0.875762594,6.156221187
PyeS13.006,PyeS13.01_06.JPG,stream,Pye,F,44.79,0.955604815,1.277009423,3.699763719,10.54372162,17.12773282,3.26,15.31808383,2.538121538,7.843273765,6.950644365,4.643204675,1.085493683,6.92171107
PyeS13.007,PyeS13.01_07.JPG,stream,Pye,M,49.2,1.26732247,1.847604167,4.958163521,13.05598358,16.42875866,3.74,17.74243854,2.642533738,9.176439296,8.485425049,5.199777616,1.453719332,8.35480389
PyeS13.008,PyeS13.01_08.JPG,stream,Pye,M,45.96,1.053728577,1.587037845,4.350660486,12.15411671,16.18210828,3.68,16.62892358,2.420615709,8.611134039,7.62559821,5.065975667,1.167089944,7.401027472
PyeS13.009,PyeS13.01_09.JPG,stream,Pye,F,49.71,1.066741163,1.506177707,4.275715268,12.11127675,16.02000879,3.61,17.18618782,3.018940524,9.130741374,7.857673684,5.31038637,1.372670032,7.495611085
PyeS13.010,PyeS13.01_10.JPG,stream,Pye,M,50.71,1.123515154,1.859857714,4.826503272,12.98552016,16.09781424,4.2,19.29727556,2.697934458,8.955481723,8.31027147,5.519936442,1.810956096,7.927510373
PyeS13.011,PyeS13.01_11.JPG,stream,Pye,F,50.78,0.983107654,1.442885604,4.1282058,12.39385233,16.02072483,4.02,17.72170341,2.750137449,8.820109003,7.574796217,5.010545733,1.275511749,7.407300179
PyeS13.012,PyeS13.01_12.JPG,stream,Pye,M,48.09,1.047312236,1.644359196,5.027709048,12.73844832,16.26339117,3.63,17.57610387,2.540379077,9.342961459,8.106015697,5.417108736,1.309126404,7.89289653
PyeS13.013,PyeS13.01_13.JPG,stream,Pye,F,45.76,0.858068936,1.345295079,3.971980765,11.0669017,17.21705094,3.45,16.46998424,3.081015352,8.551327589,8.176486588,4.406504748,1.088107295,7.857163116
PyeS13.015,PyeS13.01_15.JPG,stream,Pye,M,46.21,1.108780698,1.624262561,4.452462825,11.77966558,16.51667253,3.55,17.23176615,2.844481244,8.670338637,7.938196494,4.583411333,1.227018184,7.774563196
