fishID.univ,n,fishID.lateral,watershed,habitat,watershed.habitat,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,n.1,file.name.ventral,watershed.1,habitat.1,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,FishID.ArmorGills,Watershed,Habitat.L.0..S.1,sequenced.neuro..funct..from.these,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Notes,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,FileName.GillRakerDig,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
RupM13.002,2,RupM13.01_02.JPG,rupert,marine,rupert.M,6.77,8.3,14.55,2.46,10.63,3.32,12.66,3.3,5.54,4.56,16.47,10.88,8.01,29.57,1394.09,55.37,2,RupM13.01_02.JPG,rupert,marine,11.59,3.93,3.76,4.18,5.34,3.08,12.42,8.93,5.09,3.45,RupM13.01_02,Rupert,2,yes,2.73,53.91,10.15,27,10.14,27,,22,22,RupM13.01_02.JPG,1.73,1.67,1.62,3.43
RupM13.003,3,RupM13.01_03.JPG,rupert,marine,rupert.M,6.09,6.72,14.72,2.44,9.73,3.65,11.65,3.99,5.21,4.98,16.79,11.57,6.82,29.74,1370.26,52.85,3,RupM13.01_03.JPG,rupert,marine,11.86,3.76,2.74,3.67,5.61,3.43,12.96,9.6,4.45,2.9,RupM13.01_03,Rupert,2,yes,2.4,51.99,9.75,27,9.74,27,,21,21,RupM13.01_03a.JPG,1.8,1.84,1.88,3.39
RupM13.004,4,RupM13.01_04.JPG,rupert,marine,rupert.M,6.52,7.88,16.27,2.5,9.3,3.42,13.74,2.46,4.19,4.56,14.69,11.12,9.27,31.21,1440.94,56.79,4,RupM13.01_04.JPG,rupert,marine,9.09,3.39,3.42,6.09,6.4,4.48,15.86,11.4,4.11,2.66,RupM13.01_04,Rupert,2,yes,3.33,53.65,10.3,27,10.63,26,,17,17,RupM13.01_04a.JPG,1.74,1.68,1.61,3.5
RupM13.005,5,RupM13.01_05.JPG,rupert,marine,rupert.M,5.99,6.99,16.1,2.15,9.17,3.16,13.32,2.61,3.64,4.39,13.53,9.78,6.91,26.61,1106.6,54.88,5,RupM13.01_05.JPG,rupert,marine,9.47,2.73,2.41,6.52,6.35,4.58,13.19,9.24,4.16,2.43,RupM13.01_05,Rupert,2,yes,3.17,53.04,9.24,28,9.55,29,,21,21,RupM13.01_05.JPG,1.48,1.5,1.5,2.93
RupM13.006,6,RupM13.01_06.JPG,rupert,marine,rupert.M,7.21,7.34,15.17,2.2,11.77,4.08,12.51,3.26,5.35,4.9,16.79,10.67,7.93,28.84,1382.47,55.97,6,RupM13.01_06.JPG,rupert,marine,12.68,3.81,3.43,4.8,6.26,4.24,12.52,8.56,4.7,2.73,RupM13.01_06,Rupert,2,yes,2.97,55.51,9.97,29,10.69,28,,21,21,RupM13.01_06.JPG,1.55,1.69,1.63,3.26
RupM13.007,7,RupM13.01_07.JPG,rupert,marine,rupert.M,6.29,7.38,16.08,2.32,11.46,3.57,12.74,2.73,4.35,4.83,15.66,10.75,7.61,29.59,1335.85,54.75,7,RupM13.01_07.JPG,rupert,marine,11.88,3.29,2.22,4.49,5.38,3.77,12.03,8.29,4.07,3.04,RupM13.01_07,Rupert,2,yes,2.44,53.52,9.33,28,9.15,28,,19,15 four along bottom of mouth left behind; count confirmed,RupM13.01_07.JPG,1.77,1.65,1.57,2.95
RupM13.008,8,RupM13.01_08.JPG,rupert,marine,rupert.M,5.72,7.25,14.1,2.28,10.13,3.12,11.57,2.66,4.2,4.4,14.45,10.41,7.84,28.56,1292.87,50.55,8,RupM13.01_08_ventral_retake.JPG,rupert,marine,11.21,3.13,2.49,3.62,5.03,2.95,11.76,8.42,4.13,3.03,RupM13.01_08,Rupert,2,yes,1.97,49.81,8.9,28,8.94,29,,21,19 two along roof of mouth left behind; count confirmed,RupM13.01_08.JPG,1.75,1.75,1.64,3.25
RupM13.010,9,RupM13.01_10.JPG,rupert,marine,rupert.M,6.46,7.16,14.29,2.24,10.57,3.13,11.7,3.05,4.38,5.08,15.63,10.67,7.71,29.77,1301.36,52.61,9,RupM13.01_10.JPG,rupert,marine,10.79,3.19,2.66,4.85,5.23,3.41,12.45,8.76,3.54,2.54,RupM13.01_10,Rupert,2,yes,2.07,51.48,9.68,26,9.53,27,,18,18,RupM13.01_10.JPG,1.56,1.69,1.6,3.24
RupM13.011,10,RupM13.01_11.JPG,rupert,marine,rupert.M,5.56,6.99,15.44,2.08,9.78,3.01,12.88,3,5.2,4.92,16.07,10.54,8.7,29.87,1383.85,55.76,10,RupM13.01_11.JPG,rupert,marine,11.87,3.71,3.35,4.69,5.54,3.73,12.83,9.05,4.16,2.91,RupM13.01_11,Rupert,2,yes,2.63,54.39,9.37,26,9.67,27,,22,22,RupM13.01_11.JPG,1.81,1.87,2.02,3.1
RupM13.012,11,RupM13.01_12.JPG,rupert,marine,rupert.M,5.84,6.6,12.23,1.98,9.52,3.45,11.91,3.2,4.9,4.84,16.04,9.95,7.34,27.23,1148.66,49.79,11,RupM13.01_12.JPG,rupert,marine,10.74,3.14,2.68,4.33,5.16,3.91,11.89,8.82,3.93,2.88,RupM13.01_12,Rupert,2,yes,1.96,48.39,8.95,25,8.67,27,,21,21,RupM13.01_12a.JPG,1.99,1.96,1.96,3.11
RupM13.013,12,RupM13.01_13.JPG,rupert,marine,rupert.M,5.83,6.97,13.41,2.31,8.55,3.06,11.33,2.59,4.12,4.96,14.87,10.27,7.67,28.28,1336.68,49.78,12,RupM13.01_13.JPG,rupert,marine,10.64,3.24,2.71,4.53,5.11,3.62,11.98,8.55,3.88,3.05,RupM13.01_13,Rupert,2,yes,2.03,49.49,9.16,25,9.33,27,,19,19,RupM13.01_13a.JPG,1.77,1.67,1.74,2.99
RupM13.014,13,RupM13.01_14.JPG,rupert,marine,rupert.M,5.77,6.84,14.04,2.34,9.55,3.79,11.63,3.47,4.28,4.78,15.11,10.85,7.31,28.73,1297.62,50.52,13,RupM13.01_14.JPG,rupert,marine,11.24,3.43,2.49,4.25,5.21,3.35,11.41,8.36,4.27,2.93,RupM13.01_14,Rupert,2,yes,2.12,49.78,9.92,28,9.8,27,,21,21,RupM13.01_14.JPG,1.56,1.62,1.57,3.38
RupM13.015,14,RupM13.01_15.JPG,rupert,marine,rupert.M,7.07,8.06,15.03,2.51,11.33,3.81,13.27,2.7,5.27,4.82,16.94,11.72,8.97,31.31,1515.52,56.17,14,RupM13.01_15.JPG,rupert,marine,12.03,3.76,2.88,4.89,5.94,4.28,13.46,9.41,4.03,2.95,RupM13.01_15,Rupert,2,yes,2.84,54.89,9.94,29,9.67,29,,21,18 three along roof of mouth left behind; count confirmed,RupM13.01_15a.JPG,1.84,2.24,1.84,2.88
RupM13.016,15,RupM13.01_16.JPG,rupert,marine,rupert.M,6.8,7.04,15,2.23,11.69,3.45,12.12,3.4,5.47,4.56,16.32,10.19,7.87,28.24,1279.39,54.54,15,RupM13.01_16.JPG,rupert,marine,11.91,3.59,3.22,4.71,5.56,3.61,12.56,8.79,4.89,3.18,RupM13.01_16,Rupert,2,yes,2.69,53.16,9.57,29,9.25,29,,20,20,RupM13.01_16.JPG,1.74,1.79,1.55,3.15
RupM13.018,16,RupM13.01_18.JPG,rupert,marine,rupert.M,6.18,7.1,14.79,2.21,10.94,3.73,11.38,2.76,4.86,5.08,16.18,9.03,7.1,26.29,1126.63,51.8,16,RupM13.01_18.JPG,rupert,marine,11.71,3.22,2.15,3.6,5,3.37,12.31,8.72,3.88,2.94,RupM13.01_18,Rupert,2,yes,2.15,50.9,9.22,27,9.64,28,,20,20,RupM13.01_18.JPG,1.66,1.57,1.57,3.07
RupM13.027,17,RupM13.01_27.JPG,rupert,marine,rupert.M,5.77,6.88,13.26,2.02,9.32,3.11,11.59,3.46,5.11,4.81,16.03,9.07,7.76,27.43,1189.78,51.55,17,RupM13.01_27.JPG,rupert,marine,11.43,3.45,2.65,4.25,5.3,3.4,12.01,8.53,3.92,3.09,RupM13.01_27,Rupert,2,no,2.17,50.31,9.47,29,9.8,28,,18,14 four along of roof of mouth left behind; cont confirmed,RupM13.01_27a.JPG,1.7,1.89,1.53,2.53
RupM13.028,18,RupM13.01_28.JPG,rupert,marine,rupert.M,6.88,7.41,13.82,2.36,10.58,1.95,11.92,2.91,4.41,4.67,15.13,9.39,7.77,28.07,1239.43,53.43,18,RupM13.01_28.JPG,rupert,marine,12.1,4.08,3.77,4.88,5.95,3.56,12.22,9.38,4.71,3.07,RupM13.01_28,Rupert,2,no,2.61,52.97,9.63,30,9.28,29,,21,21,RupM13.01_28.JPG,1.76,1.64,1.79,3.01
RupM13.029,19,RupM13.01_29.JPG,rupert,marine,rupert.M,6.23,7.55,14.18,2.17,11.5,2.54,12.59,3.49,4.96,4.84,16.23,10.21,8.01,28.99,1291.96,53.6,19,RupM13.01_29.JPG,rupert,marine,11.75,3.74,3.11,4.23,5.63,3.9,12.13,8.99,4.65,3.23,RupM13.01_29,Rupert,2,no,2.59,53.17,9.67,27,9.7,28,,20,20 three along roof of mouth left behind; count confirmed,RupM13.01_29.JPG,1.83,2.02,1.79,3.12
RupM13.030,20,RupM13.01_30.JPG,rupert,marine,rupert.M,5.66,6.45,11.46,1.92,7.89,2.62,10.76,2.48,4.43,4.43,14.17,9.54,6.98,27.29,1122.51,48.68,20,RupM13.01_30.JPG,rupert,marine,10.45,3.25,2.78,4.24,4.79,2.64,10.81,7.17,3.59,2.55,RupM13.01_30,Rupert,2,no,1.66,47.88,8.52,27,8.74,27,,21,21,RupM13.01_30.JPG,1.46,1.47,1.31,3.56
RupM13.031,21,RupM13.01_31.JPG,rupert,marine,rupert.M,5.73,6.07,13.57,2.34,9.62,3.43,12.7,3.12,4.58,4.9,16.15,10.42,7.23,28.36,1225.73,53.58,21,RupM13.01_31.JPG,rupert,marine,11.82,3.72,2.79,4.9,5.56,3.63,12.28,8.75,4.02,3.14,RupM13.01_31,Rupert,2,no,2.46,51.21,9.36,27,9.48,28,,18,18,RupM13.01_31.JPG,1.93,1.77,1.76,2.97
RupM13.032,22,RupM13.01_32.JPG,rupert,marine,rupert.M,3.99,5.08,13.14,1.94,8.43,2.27,10.22,2.66,4.52,4.51,14.85,7.86,6.77,23.97,835.05,45.88,22,RupM13.01_32.JPG,rupert,marine,11.37,2.7,1.67,3.77,4.35,3.03,9.93,7.21,3.82,2.2,RupM13.01_32,Rupert,2,no,1.33,44.65,7.82,26,7.93,27,,21,21,RupM13.01_32.JPG,1.57,1.63,1.58,3.1
RupM13.033,23,RupM13.01_33.JPG,rupert,marine,rupert.M,6.03,5.83,14.04,2.28,11.25,2.61,11.8,3.01,4.72,4.61,15.43,10.21,8.04,29.08,1225.3,51.6,23,RupM13.01_33.JPG,rupert,marine,11.26,3.71,3.14,5.09,5.72,3.82,12.23,8.93,3.97,2.7,RupM13.01_33,Rupert,2,no,2.28,51.38,9.02,28,9.34,28,,23,20 three along roof of mouth left behind; count confirmed,RupM13.01_33.JPG,0.68,0.72,0.66,8.87
RupM13.034,24,RupM13.01_34.JPG,rupert,marine,rupert.M,5.59,8.06,13.87,2.15,9.86,2.24,11.16,2.98,3.96,5.01,14.53,9.51,7.31,26.47,1134.54,49.88,24,RupM13.01_34.JPG,rupert,marine,10.81,3.28,2.2,4.25,5.43,3.67,11.43,8.32,4,3.1,RupM13.01_34,Rupert,2,no,1.96,48.58,7.59,28,8.75,28,,20,20,RupM13.01_34.JPG,1.82,1.78,2,3.29
RupM13.035,25,RupM13.01_35.JPG,rupert,marine,rupert.M,5.03,6.88,14.53,2.2,10.25,3.66,11.49,2.98,4.63,4.83,15.62,10.26,7.42,28.55,1308.97,53.34,25,RupM13.01_35.JPG,rupert,marine,11.66,3.71,3.32,4.1,5.19,3.17,11.8,8.73,4.27,2.87,RupM13.01_35,Rupert,2,no,2.38,52.24,9.96,28,9.95,27,,20,20,RupM13.01_35.JPG,1.8,1.7,1.75,3.36
RupM13.036,26,RupM13.01_36.JPG,rupert,marine,rupert.M,4.73,6,11.89,1.58,8.74,1.62,9.97,2.37,3.15,3.76,11.97,6.75,6.23,21.95,718.16,49.19,26,RupM13.01_36.JPG,rupert,marine,8.97,2.45,2.14,4.14,5.22,3.21,11.36,8.34,3.21,2.06,RupM13.01_36,Rupert,2,no,1.7,47.46,7.47,26,7.98,27,,20,20,RupM13.01_36.JPG,1.26,1.35,1.23,3.86
RupM13.037,27,RupM13.01_37.JPG,rupert,marine,rupert.M,5.81,6.83,14.18,2.08,8.76,2.67,10.77,3.07,4.46,4.5,14.56,9.07,6.93,25.92,1057.92,49.47,27,RupM13.01_37.JPG,rupert,marine,11.45,3.1,1.73,3.86,5.09,3.39,11.13,8.1,4.03,2.97,RupM13.01_37,Rupert,2,no,1.81,49.15,8.77,27,8.94,29,,21,21,RupM13.01_37.JPG,1.42,1.5,1.52,3.51
RupM13.038,28,RupM13.01_38.JPG,rupert,marine,rupert.M,6.84,8.01,13.29,2.33,10.53,2.21,11.89,2.28,4.46,4.33,14.48,9.47,7.72,27.36,1196.06,52.91,28,RupM13.01_38.JPG,rupert,marine,11.03,4.14,4.18,4.85,5.3,3.52,11.23,8.8,4.78,2.98,RupM13.01_38,Rupert,2,no,2.36,51.8,8.79,28,8.88,27,,20,20,RupM13.01_38.JPG,1.57,1.57,1.53,2.94
RupM13.039,29,RupM13.01_39.JPG,rupert,marine,rupert.M,6.69,7.32,11.89,2.24,8.44,2.53,12.06,2.93,4.71,4.54,15.04,8.86,7.75,26.7,1094.34,49.66,29,RupM13.01_39.JPG,rupert,marine,10.8,3.21,2.36,4.8,5.26,3.53,12.19,9.03,4.22,2.88,RupM13.01_39,Rupert,2,no,2.22,49.06,9,26,9.33,25,,19,19,RupM13.01_39.JPG,1.68,1.71,1.76,2.8
RupM13.040,30,RupM13.01_40.JPG,rupert,marine,rupert.M,6.47,7.03,14.12,2.36,10.36,2.73,12.55,2.59,3.84,4.4,14.23,9.79,8.17,28.41,1256.83,53.64,30,RupM13.01_40.JPG,rupert,marine,11.44,3.42,2.53,5.51,5.45,3.98,12.97,9.33,4.62,2.78,RupM13.01_40,Rupert,2,no,2.58,53.22,9.76,29,10.09,28,,23,23,RupM13.01_40.JPG,1.99,1.86,1.79,3.04
RupM13.041,31,RupM13.01_41.JPG,rupert,marine,rupert.M,4.95,5.95,12.2,1.74,7.38,3.06,10.47,1.98,2.55,3.62,10.3,6.76,6.68,21.98,748.59,46.37,31,RupM13.01_41.JPG,rupert,marine,8.23,2.41,2.44,4.97,5.02,3.2,11.46,8.52,3.62,2.05,RupM13.01_41,Rupert,2,no,1.74,45.35,7.66,27,7.8,28,,20,20,RupM13.01_41b.JPG,1.18,1.27,1.2,4.13
RupM13.042,32,RupM13.01_42.JPG,rupert,marine,rupert.M,7.74,8.15,16.28,2.59,10.64,2.69,12.62,3.04,5.1,4.58,16.09,8.52,9.09,28.5,1231.88,55.94,32,RupM13.01_42.JPG,rupert,marine,11.48,3.73,3.08,4.39,5.33,3.2,12.52,9.52,4.27,2.52,RupM13.01_42,Rupert,2,no,2.64,54.82,9.92,28,9.29,27,,20,20,RupM13.01_42.JPG,1.98,1.99,1.82,2.97
RupM13.043,33,RupM13.01_43.JPG,rupert,marine,rupert.M,6.08,7.28,13.52,2.2,7.66,2.47,12.46,2.32,3.79,4.56,14.61,10.87,8.3,30.78,1457.25,52.56,33,RupM13.01_43.JPG,rupert,marine,9.42,3.43,2.85,6.08,6.45,4.47,14.29,10.46,4.32,2.32,RupM13.01_43,Rupert,2,no,2.84,51.99,10.58,26,10.47,26,,20,20,RupM13.01_43.JPG,1.33,1.51,1.39,3.31
RupM13.044,34,RupM13.01_44.JPG,rupert,marine,rupert.M,6.73,7.17,14.71,2.07,10.07,3.26,11.78,3.57,5.22,4.86,16.95,10.92,7.33,29.21,1336.1,53.63,34,RupM13.01_44.JPG,rupert,marine,12.01,3.16,1.81,4.15,4.91,2.92,11.21,8.13,3.73,2.8,RupM13.01_44,Rupert,2,no,1.99,51.67,9.81,29,9.79,27,,18,18,RupM13.01_44.JPG,1.81,1.79,1.7,3.18
RupM13.045,35,RupM13.01_45.JPG,rupert,marine,rupert.M,5.98,7,14.06,2.11,8.68,2.27,12.05,2.24,3.27,4.3,12.75,9.94,8.29,28.28,1136.73,53.72,35,RupM13.01_45.JPG,rupert,marine,9.44,3.08,2.64,5.7,6.08,3.82,13.65,10.11,4.66,2.75,RupM13.01_45,Rupert,2,no,2.72,52.7,9.4,26,10.01,28,,20,20,RupM13.01_45.JPG,1.81,1.71,1.66,3.17
RupM13.046,36,RupM13.01_46.JPG,rupert,marine,rupert.M,6.08,6.51,13.76,2.12,10.12,2.61,11.98,3,4.29,4.55,14.7,10.19,8.04,29.85,1319.85,50.34,36,RupM13.01_46.JPG,rupert,marine,11.35,3.24,2.33,4.52,5.13,3.59,12.43,9.43,4.17,2.8,RupM13.01_46,Rupert,2,no,2.01,49.17,9.48,29,9.58,27,,19,19,RupM13.01_46b.JPG,1.75,1.74,1.66,3.27
RupM13.047,37,RupM13.01_47.JPG,rupert,marine,rupert.M,6.03,7.23,14.02,2.15,7.62,2.35,11.95,2.63,4,4.72,14.44,8.99,7.61,26.15,1043.85,54.86,37,RupM13.01_47.JPG,rupert,marine,10.58,2.88,2.34,5.75,6.28,3.83,13.2,9.48,5.04,2.14,RupM13.01_47,Rupert,2,no,2.96,52.68,9.01,27,9.53,27,,20,20,RupM13.01_47.JPG,1.49,1.59,1.43,3.11
RupM13.048,38,RupM13.01_48.JPG,rupert,marine,rupert.M,6.61,7.44,16.53,2.15,9.82,2.4,12.48,2.54,3.67,4.52,13.81,9.03,8.31,28.83,1175.84,57.72,38,RupM13.01_48_ventral_retake.JPG,rupert,marine,10.22,2.91,2.53,5.15,6.07,3.85,13.75,9.78,4.44,2.38,RupM13.01_48,Rupert,2,no,3.41,56.99,10.13,28,10.66,29,,18,18 top three seperated,RupM13.01_48.JPG,1.52,1.57,1.48,2.84
RupM13.049,39,RupM13.01_49.JPG,rupert,marine,rupert.M,5.33,6.47,14.2,2.25,10.12,2.64,11.62,2.77,5.07,4.77,16.3,10.1,7.8,28.41,1280.67,52.31,39,RupM13.01_49.JPG,rupert,marine,11.31,3.91,3.8,4.94,5.24,3.48,11.87,8.56,4.65,3.01,RupM13.01_49,Rupert,2,no,2.19,51.21,8.61,27,9.03,26,,20,20,RupM13.01_49a.JPG,1.64,1.6,1.61,3.27
RupM13.050,40,RupM13.01_50.JPG,rupert,marine,rupert.M,5.87,7.27,12.75,2.58,10.45,3.11,13.42,3.03,5.04,4.8,16.08,9.84,8.37,28.61,1339.25,54.14,40,RupM13.01_50.JPG,rupert,marine,11.35,4,3.42,5.05,5.84,4.1,12.31,8.6,5.45,3.29,RupM13.01_50,Rupert,2,no,2.96,53.55,9.33,26,9.75,25,,21,21,RupM13.01_50b.JPG,1.85,1.68,1.72,3.49
SwaL13.001,1,SwaL13.01_01_side_retake.JPG,swan,lake,swan.L,4.33,5.26,10.83,2.48,7.22,2.83,10.28,2.6,3.31,4.22,13.5,6.44,5.33,19.38,658.77,44.38,1,SwaL13.01_01.JPG,swan,lake,9.78,3.01,1.78,4.22,4.7,3.23,9.63,6.65,4.07,2.97,SwaL13.01_01,Swan,0,yes,1.34,44.2,6.97,9,6.87,8,,16,16,SwaL13.01_01.JPG,1.02,1.01,1.09,2.95
SwaL13.002,2,SwaL13.01_02.JPG,swan,lake,swan.L,5.11,4.95,7.98,1.74,6.24,2.45,9.04,2.25,2.88,3.88,11.51,5.6,4.53,15.91,452.5,36.75,2,SwaL13.01_02.JPG,swan,lake,8.13,2.41,1.87,3.6,4.32,2.74,6.19,4.55,3.47,2.15,SwaL13.01_02,Swan,0,yes,0.75,35.71,5.77,8,5.86,7,,19,19,SwaL13.01_02.JPG,0.75,0.66,0.69,3.65
SwaL13.003,3,SwaL13.01_03.JPG,swan,lake,swan.L,4.39,4.77,8.77,1.5,7.04,1.69,7.72,2.11,2.38,3.71,11.11,5.16,4.88,16.53,483.11,36.67,3,SwaL13.01_03.JPG,swan,lake,8.13,2.17,1.71,3.31,3.63,2.64,7.82,5.7,3.22,2,SwaL13.01_03,Swan,0,yes,0.66,36.5,6.05,8,5.76,8,,17,17,SwaL13.01_03.JPG,0.88,0.89,0.81,3.83
SwaL13.004,4,SwaL13.01_04.JPG,swan,lake,swan.L,4.24,5.31,8.73,1.49,6.33,1.33,7.52,1.74,2.49,3.41,10.56,5.58,4.33,16.1,453.93,35.37,4,SwaL13.01_04.JPG,swan,lake,8.6,2.04,1.42,2.84,3.21,2.48,8.01,5.46,3.15,2.15,SwaL13.01_04,Swan,0,yes,0.61,34.58,6.16,7,6.23,7,,18,18,SwaL13.01_04.JPG,0.91,0.82,0.89,4.04
SwaL13.005,5,SwaL13.01_05.JPG,swan,lake,swan.L,3.16,3.57,6.42,1.27,4.25,1.69,7.03,1.48,1.82,3.25,8.58,3.47,3.83,11.36,193.66,29.84,5,SwaL13.01_05_ventral_retake.JPG,swan,lake,6.94,1.94,1.35,3.14,3.48,2.02,4.84,3.86,2.16,1.68,SwaL13.01_05,Swan,0,yes,0.39,29.27,4.48,9,4.48,7,,16,16,SwaL13.01_05.JPG,0.58,0.6,0.66,5.04
SwaL13.006,6,SwaL13.01_06_side_retake.JPG,swan,lake,swan.L,3.54,4.72,8.73,1.73,6.26,1.73,7.85,1.77,2.32,3.24,10.54,5.3,4.38,15.2,391.47,37,6,SwaL13.01_06.JPG,swan,lake,8.46,2.11,1.91,2.86,3.68,2.35,7.25,4.97,3.09,1.98,SwaL13.01_06,Swan,0,yes,0.67,36.4,5.55,7,5.68,7,,17,17,SwaL13.01_06b.JPG,0.72,0.65,0.78,3.66
SwaL13.007,7,SwaL13.01_07_side_retake.JPG,swan,lake,swan.L,4.41,5.3,8.54,1.97,6.35,1.63,9.19,2.35,3.03,3.91,12.07,5.69,4.85,16.52,492.53,37.22,7,SwaL13.01_07.JPG,swan,lake,9.28,2.96,2.38,3.22,4.14,2.33,7.1,6.38,3.44,2.47,SwaL13.01_07,Swan,0,yes,0.81,36.14,6.29,7,6.59,7,,18,17left one on roof of mouth,SwaL13.01_07a.JPG,0.83,0.65,0.76,3.46
SwaL13.008,8,SwaL13.01_08.JPG,swan,lake,swan.L,4.42,4.5,9.1,1.87,5.5,2.32,9.31,2.72,3.24,4.22,12.9,6.71,5.38,18.73,631.99,40.37,8,SwaL13.01_08.JPG,swan,lake,10.21,2.6,2.18,3.67,4.38,2.97,7.85,5.66,3.52,2.54,SwaL13.01_08,Swan,0,yes,1.04,40.02,5.98,8,6,8,,15,15,SwaL13.01_08.JPG,0.81,0.8,0.78,3.77
SwaL13.009,9,SwaL13.01_09.JPG,swan,lake,swan.L,5.02,5.82,11.63,2.16,8.24,3.24,11.43,2.32,3.73,5.02,15.29,7.82,5.98,22.96,967.04,47.67,9,SwaL13.01_09.JPG,swan,lake,11.28,3.28,2.35,4.54,5.49,3.79,9.06,6.94,3.92,2.78,SwaL13.01_09,Swan,0,yes,1.85,47.4,6.97,8,6.99,8,,16,16,SwaL13.01_09.JPG,1.09,1.09,1.09,2.38
SwaL13.010,10,SwaL13.01_10.JPG,swan,lake,swan.L,4.19,5.18,11.37,2.05,6.88,3.04,10.26,2.87,3.57,4.47,13.79,7.3,5.73,21.23,810.6,44.94,10,SwaL13.01_10.JPG,swan,lake,10.6,2.8,1.6,3.83,4.72,3.26,8.34,5.95,3.7,2.62,SwaL13.01_10,Swan,0,yes,1.29,43.66,6.34,7,6.46,8,,18,18,SwaL13.01_10.JPG,0.93,0.96,0.96,3.13
SwaL13.011,11,SwaL13.01_11.JPG,swan,lake,swan.L,5.38,6.22,12.62,2.3,7.86,3.11,11.92,2.84,3.52,4.67,14.93,8.51,6.35,23.27,1017.91,50.94,11,SwaL13.01_11.JPG,swan,lake,11.12,3.4,2.61,5.58,5.57,3.9,10.02,7.64,4.38,2.95,SwaL13.01_11,Swan,0,yes,2.09,49.52,7.51,7,7.48,7,,16,16,SwaL13.01_11.JPG,0.96,0.97,0.84,2.7
SwaL13.012,12,SwaL13.01_12.JPG,swan,lake,swan.L,4.43,4.73,8.01,1.57,6.34,2.28,7.89,1.96,2.68,3.92,11.04,3.37,4.78,14.22,361.04,35.19,12,SwaL13.01_12.JPG,swan,lake,8.45,2.51,2.01,3.06,3.7,2.4,6.44,4.51,3.08,2.09,SwaL13.01_12,Swan,0,yes,0.64,34.47,5.97,6,5.9,7,,16,13three left on roof of mouth and subsequently lost,SwaL13.01_12.JPG,0.79,0.79,0.75,3.61
SwaL13.013,13,SwaL13.01_13.JPG,swan,lake,swan.L,5.63,6.08,11.06,2.24,8.67,2.35,10.59,2.59,3.31,4.06,13.51,6.9,5.63,19.75,685.09,45.52,13,SwaL13.01_13.JPG,swan,lake,10.72,3.6,3.36,4.33,5.2,3.67,9.37,7.22,4.33,2.72,SwaL13.01_13,Swan,0,yes,1.56,45.11,7.56,7,7.48,6,,17,17,SwaL13.01_13.JPG,1.06,1.04,1.01,3
SwaL13.014,14,SwaL13.01_14.JPG,swan,lake,swan.L,5.3,6.52,11.96,2.25,8.51,3.83,11.51,2.44,3.65,4.52,14.87,7.8,5.7,21.66,844.46,51.12,14,SwaL13.01_14.JPG,swan,lake,11.46,3.22,2.83,4.4,5.54,3.98,11.48,8.45,4,3.08,SwaL13.01_14,Swan,0,yes,1.94,50.78,7.02,8,7.36,8,,16,16,SwaL13.01_14.JPG,0.98,1,0.74,2.5
SwaL13.015,15,SwaL13.01_15.JPG,swan,lake,swan.L,4.69,5.38,9.14,1.81,6.78,2.43,9.51,2.5,2.92,4.09,12.66,6.73,5.38,19.33,630.75,39.22,15,SwaL13.01_15.JPG,swan,lake,9.89,2.74,1.89,3.84,4.16,2.96,8.36,5.54,3.43,2.32,SwaL13.01_15,Swan,0,yes,0.93,38.04,6.28,7,6.44,8,,17,17,SwaL13.01_15.JPG,1.06,1.02,0.99,3.13
SwaL13.016,16,SwaL13.01_16.JPG,swan,lake,swan.L,4.98,5.92,10.67,2.25,6.18,4.09,10.8,2.27,2.92,4.05,12.76,7.46,5.51,20.13,667.02,46.43,16,SwaL13.01_16.JPG,swan,lake,9.28,2.79,2.17,4.55,5.16,3.85,9.52,6.91,3.64,2.61,SwaL13.01_16,Swan,0,yes,1.51,44.16,6.97,7,7.08,7,,16,16,SwaL13.01_16.JPG,0.91,0.9,0.85,3.12
SwaL13.017,17,SwaL13.01_17.JPG,swan,lake,swan.L,5.04,5.83,9.88,2.24,5.99,2.95,9.92,2.3,3.17,4.55,13.62,7.95,5.93,21.83,905.07,46.54,17,SwaL13.01_17.JPG,swan,lake,10.48,3.11,2.19,4.06,4.98,3.7,10.23,7.05,3.78,2.39,SwaL13.01_17,Swan,0,yes,1.49,45.39,6.28,7,6.45,7,,16,16,SwaL13.01_17.JPG,0.97,0.94,0.91,2.61
